drugbank_id,mesh_id,relation,trial_phase,approval_status
DB01076,D000788,treats,,Approved
DB01076,D015228,treats,,Approved
DB00799,D000152,treats,,Approved
DB00799,D011565,treats,,Approved
DB01606,D001064,treats,,Approved
DB01606,D018410,treats,,Approved
DB01606,D010538,treats,,Approved
DB01606,D018784,treats,,Approved
DB01606,D002764,treats,,Approved
DB01606,D008100,treats,,Approved
DB01117,D016778,treats,,Approved
DB00976,D009177,treats,,Approved
DB00976,D061387,treats,,Approved
DB11630,D006258,treats,,Approved
DB13637,D000787,treats,,Approved
DB14126,D019694,treats,,Approved
DB14126,D015658,treats,,Approved
DB00300,D015658,treats,,Approved
DB00300,D019694,treats,,Approved
DB13659,D014245,treats,,Approved
DB00469,D001168,treats,,Approved
DB00857,D014009,treats,,Approved
DB00857,D014008,treats,,Approved
DB00857,D014010,treats,,Approved
DB00857,D014006,treats,,Approved
DB00871,D011656,treats,,Approved
DB00871,D011537,treats,,Approved
DB00871,D015352,treats,,Approved
DB00871,D001249,treats,,Approved
DB00871,D001991,treats,,Approved
DB00251,D002181,treats,,Approved
DB00342,D012912,treats,,Approved
DB00342,D003139,treats,,Approved
DB00342,D012223,treats,,Approved
DB13725,D014549,treats,,Approved
DB00624,D007018,treats,,Approved
DB00624,D003456,treats,,Approved
DB00624,D007713,treats,,Approved
DB04844,D006816,treats,,Approved
DB09085,D011537,treats,,Approved
DB00759,D008219,treats,,Approved
DB00759,D012061,treats,,Approved
DB00759,D006069,treats,,Approved
DB00759,D012852,treats,,Approved
DB00759,D000196,treats,,Approved
DB00759,D011014,treats,,Approved
DB00759,D012373,treats,,Approved
DB00759,D009878,treats,,Approved
DB00759,D009956,treats,,Approved
DB00759,D002006,treats,,Approved
DB00759,D014141,treats,,Approved
DB00759,D014552,treats,,Approved
DB00759,D013587,treats,,Approved
DB00759,D010612,treats,,Approved
DB00759,D011778,treats,,Approved
DB00759,D006100,treats,,Approved
DB00759,D001991,treats,,Approved
DB00759,D015001,treats,,Approved
DB00759,D000152,treats,,Approved
DB09550,D008219,treats,,Approved
DB09550,D012061,treats,,Approved
DB09550,D006069,treats,,Approved
DB09550,D012852,treats,,Approved
DB09550,D000196,treats,,Approved
DB09550,D011014,treats,,Approved
DB09550,D012373,treats,,Approved
DB09550,D009878,treats,,Approved
DB09550,D009956,treats,,Approved
DB09550,D002006,treats,,Approved
DB09550,D014141,treats,,Approved
DB09550,D014552,treats,,Approved
DB09550,D013587,treats,,Approved
DB09550,D010612,treats,,Approved
DB09550,D011778,treats,,Approved
DB09550,D006100,treats,,Approved
DB09550,D001991,treats,,Approved
DB09550,D015001,treats,,Approved
DB09550,D000152,treats,,Approved
DB01041,D009101,treats,,Approved
DB01041,D016878,treats,,Approved
DB00277,D008171,treats,,Approved
DB00277,D001249,treats,,Approved
DB00277,D001991,treats,,Approved
DB00277,D011656,treats,,Approved
DB01223,D008171,treats,,Approved
DB01223,D001249,treats,,Approved
DB01223,D001991,treats,,Approved
DB01223,D011656,treats,,Approved
DB00730,D014120,treats,,Approved
DB00730,D017229,treats,,Approved
DB00730,D014235,treats,,Approved
DB00730,D001196,treats,,Approved
DB00730,D013322,treats,,Approved
DB00372,D014839,treats,,Approved
DB00372,D020250,treats,,Approved
DB00372,D009325,treats,,Approved
DB12829,D014397,treats,,Approved
DB00599,D004827,treats,,Approved
DB00599,D011559,treats,,Approved
DB04572,D006689,treats,,Approved
DB04572,D008223,treats,,Approved
DB01623,D012559,treats,,Approved
DB00451,D009230,treats,,Approved
DB00451,D006950,treats,,Approved
DB00451,D003409,treats,,Approved
DB00451,D007037,treats,,Approved
DB00451,D050031,treats,,Approved
DB00451,D006042,treats,,Approved
DB13727,D016491,treats,,Approved
DB01600,D010146,treats,,Approved
DB09070,D015663,treats,,Approved
DB01607,D008169,treats,,Approved
DB01607,D012488,treats,,Approved
DB01607,D016868,treats,,Approved
DB01607,D004756,treats,,Approved
DB01607,D016724,treats,,Approved
DB01607,D012226,treats,,Approved
DB01607,D014552,treats,,Approved
DB01607,D018410,treats,,Approved
DB01607,D004927,treats,,Approved
DB07402,D006073,treats,,Approved
DB00560,D018784,treats,,Approved
DB13787,D010146,treats,,Approved
DB01133,D010001,treats,,Approved
DB00911,D014245,treats,,Approved
DB00911,D008101,treats,,Approved
DB00911,D005873,treats,,Approved
DB13001,D010146,treats,,Approved
DB13608,D014397,treats,,Approved
DB01007,D002181,treats,,Approved
DB06823,D003555,treats,,Approved
DB01409,D029481,treats,,Approved
DB01409,D011656,treats,,Approved
DB01409,D001249,treats,,Approved
DB00719,D011537,treats,,Approved
DB00719,D012912,treats,,Approved
DB00719,D003139,treats,,Approved
DB00719,D014581,treats,,Approved
DB00719,D012223,treats,,Approved
DB00775,D054058,treats,,Approved
DB00697,D009128,treats,,Approved
DB00684,D004756,treats,,Approved
DB00684,D016868,treats,,Approved
DB00684,D003607,treats,,Approved
DB00684,D057112,treats,,Approved
DB00684,D016920,treats,,Approved
DB00684,D012226,treats,,Approved
DB00684,D012393,treats,,Approved
DB00684,D004927,treats,,Approved
DB00684,D007637,treats,,Approved
DB00684,D014605,treats,,Approved
DB00993,D003882,treats,,Approved
DB00993,D008180,treats,,Approved
DB00993,D003424,treats,,Approved
DB00993,D009157,treats,,Approved
DB00993,D010488,treats,,Approved
DB00993,D001528,treats,,Approved
DB00797,D002561,treats,,Approved
DB00797,D010547,treats,,Approved
DB00797,D014652,treats,,Approved
DB00323,D010300,treats,,Approved
DB00548,D012393,treats,,Approved
DB00548,D000152,treats,,Approved
DB09245,D003866,treats,,Approved
DB06264,D009128,treats,,Approved
DB00273,D065768,treats,,Approved
DB00214,D004487,treats,,Approved
DB00972,D012223,treats,,Approved
DB00193,D059350,treats,,Approved
DB00193,D010146,treats,,Approved
DB00302,D008595,treats,,Approved
DB00302,D004715,treats,,Approved
DB07615,D001249,treats,,Approved
DB07615,D003876,treats,,Approved
DB07615,D007627,treats,,Approved
DB07615,D017439,treats,,Approved
DB00752,D003865,treats,,Approved
DB00287,D009798,treats,,Approved
DB00287,D005902,treats,,Approved
DB00656,D003865,treats,,Approved
DB13311,D010195,treats,,Approved
DB00755,D000152,treats,,Approved
DB00755,D017488,treats,,Approved
DB00620,D000799,treats,,Approved
DB00620,D001327,treats,,Approved
DB00620,D001249,treats,,Approved
DB00620,D013585,treats,,Approved
DB00620,D015210,treats,,Approved
DB00620,D004892,treats,,Approved
DB00620,D008180,treats,,Approved
DB00620,D006689,treats,,Approved
DB00620,D012713,treats,,Approved
DB00620,D008224,treats,,Approved
DB00620,D015212,treats,,Approved
DB00620,D029503,treats,,Approved
DB00620,D009879,treats,,Approved
DB00620,D005076,treats,,Approved
DB00620,D012214,treats,,Approved
DB00620,D009404,treats,,Approved
DB00620,D014605,treats,,Approved
DB00620,D007627,treats,,Approved
DB00620,D014391,treats,,Approved
DB00620,D011565,treats,,Approved
DB00620,D007819,treats,,Approved
DB00620,D003424,treats,,Approved
DB00620,D003876,treats,,Approved
DB00620,D010392,treats,,Approved
DB00620,D002062,treats,,Approved
DB00620,D015535,treats,,Approved
DB00620,D011538,treats,,Approved
DB00620,D000224,treats,,Approved
DB00620,D000506,treats,,Approved
DB00620,D016460,treats,,Approved
DB00620,D001607,treats,,Approved
DB00620,D009140,treats,,Approved
DB00620,D008010,treats,,Approved
DB00620,D016410,treats,,Approved
DB00620,D009182,treats,,Approved
DB00620,D013966,treats,,Approved
DB00620,D012507,treats,,Approved
DB00620,D003874,treats,,Approved
DB00620,D009103,treats,,Approved
DB00620,D013717,treats,,Approved
DB00620,D013700,treats,,Approved
DB00620,D014235,treats,,Approved
DB00384,D004487,treats,,Approved
DB08795,D012141,treats,,Approved
DB12245,D005211,treats,,Approved
DB00505,D010437,treats,,Approved
DB06824,D006527,treats,,Approved
DB00831,D012559,treats,,Approved
DB00831,D001007,treats,,Approved
DB00508,D011618,treats,,Approved
DB00508,D009325,treats,,Approved
DB00508,D014839,treats,,Approved
DB00508,D020250,treats,,Approved
DB00432,D016849,treats,,Approved
DB00376,D020734,treats,,Approved
DB00376,D010300,treats,,Approved
DB00376,D010301,treats,,Approved
DB01246,D012912,treats,,Approved
DB01246,D000799,treats,,Approved
DB01246,D014581,treats,,Approved
DB01246,D011537,treats,,Approved
DB09069,D000787,treats,,Approved
DB00347,D004827,treats,,Approved
DB01116,D011654,treats,,Approved
DB00662,D014839,treats,,Approved
DB00662,D009325,treats,,Approved
DB00662,D020250,treats,,Approved
DB00440,D014552,treats,,Approved
DB00726,D003866,treats,,Approved
DB04571,D014820,treats,,Approved
DB00207,D061387,treats,,Approved
DB00207,D018410,treats,,Approved
DB00207,D009177,treats,,Approved
DB00207,D006726,treats,,Approved
DB00207,D003607,treats,,Approved
DB00207,D001762,treats,,Approved
DB00792,D011537,treats,,Approved
DB00792,D014581,treats,,Approved
DB00792,D012223,treats,,Approved
DB00792,D012912,treats,,Approved
DB00427,D012223,treats,,Approved
DB00427,D003139,treats,,Approved
DB00427,D014581,treats,,Approved
DB00427,D011537,treats,,Approved
DB01061,D016868,treats,,Approved
DB01061,D014552,treats,,Approved
DB00809,D015878,treats,,Approved
DB00685,D061387,treats,,Approved
DB00685,D009177,treats,,Approved
DB00685,D014552,treats,,Approved
DB12248,D001249,treats,,Approved
DB12248,D011656,treats,,Approved
DB08841,D006950,treats,,Approved
DB08841,D006937,treats,,Approved
DB00355,D016868,treats,,Approved
DB00355,D012226,treats,,Approved
DB00355,D004756,treats,,Approved
DB00355,D004927,treats,,Approved
DB00355,D010538,treats,,Approved
DB00355,D004716,treats,,Approved
DB00355,D014552,treats,,Approved
DB00791,D011087,treats,,Approved
DB01586,D002769,treats,,Approved
DB00577,D006560,treats,,Approved
DB00577,D002644,treats,,Approved
DB01602,D006069,treats,,Approved
DB01602,D014552,treats,,Approved
DB01602,D010612,treats,,Approved
DB01602,D012852,treats,,Approved
DB00313,D004827,treats,,Approved
DB00512,D013203,treats,,Approved
DB00512,D004761,treats,,Approved
DB00862,D007172,treats,,Approved
DB00626,D007634,treats,,Approved
DB00067,D056725,treats,,Approved
DB00067,D006467,treats,,Approved
DB00285,D003865,treats,,Approved
DB00285,D016584,treats,,Approved
DB00661,D001281,treats,,Approved
DB00661,D000788,treats,,Approved
DB00661,D000787,treats,,Approved
DB00661,D054058,treats,,Approved
DB00194,D007635,treats,,Approved
DB00194,D016849,treats,,Approved
DB00570,D006689,treats,,Approved
DB00570,D009182,treats,,Approved
DB00541,D012208,treats,,Approved
DB00541,D055514,treats,,Approved
DB00541,D008224,treats,,Approved
DB00541,D002051,treats,,Approved
DB00541,D006689,treats,,Approved
DB00541,D009447,treats,,Approved
DB00309,D008545,treats,,Approved
DB12131,D003704,treats,,Approved
DB00162,D014802,treats,,Approved
DB00152,D014806,treats,,Approved
DB00152,D000752,treats,,Approved
DB00152,D013832,treats,,Approved
DB00627,D006937,treats,,Approved
DB00627,D015228,treats,,Approved
DB00627,D006950,treats,,Approved
DB00627,D006950,treats,,Approved
DB00165,D026681,treats,,Approved
DB00153,D015663,treats,,Approved
DB00153,D014808,treats,,Approved
DB00153,D006996,treats,,Approved
DB00153,D010018,treats,,Approved
DB00153,D012279,treats,,Approved
DB00153,D010024,treats,,Approved
DB00153,D007011,treats,,Approved
DB11094,D015663,treats,,Approved
DB11094,D014808,treats,,Approved
DB11094,D006996,treats,,Approved
DB11094,D010018,treats,,Approved
DB11094,D012279,treats,,Approved
DB11094,D010024,treats,,Approved
DB11094,D007011,treats,,Approved
DB00169,D015663,treats,,Approved
DB00169,D007011,treats,,Approved
DB00169,D014808,treats,,Approved
DB00169,D012279,treats,,Approved
DB00169,D006996,treats,,Approved
DB00169,D010018,treats,,Approved
DB00169,D010024,treats,,Approved
DB01070,D006996,treats,,Approved
DB01070,D013746,treats,,Approved
DB01070,D007011,treats,,Approved
DB01070,D012279,treats,,Approved
DB01070,D017674,treats,,Approved
DB01022,D006996,treats,,Approved
DB01022,D010024,treats,,Approved
DB01022,D015663,treats,,Approved
DB04878,D005776,treats,,Approved
DB00582,D060585,treats,,Approved
DB00582,D055744,treats,,Approved
DB00582,D058387,treats,,Approved
DB00682,D013927,treats,,Approved
DB00682,D013923,treats,,Approved
DB00682,D056824,treats,,Approved
DB13803,D004487,treats,,Approved
DB00549,D001249,treats,,Approved
DB00943,D015658,treats,,Approved
DB00962,D007319,treats,,Approved
DB00558,D006193,treats,,Approved
DB00495,D015658,treats,,Approved
DB00246,D012559,treats,,Approved
DB00399,D010024,treats,,Approved
DB00399,D015663,treats,,Approved
DB00399,D010001,treats,,Approved
DB00315,D008881,treats,,Approved
DB00909,D020961,treats,,Approved
DB01624,D012559,treats,,Approved
DB13841,D012559,treats,,Approved
DB06283,D059350,treats,,Approved
DB13489,D014581,treats,,Approved
DB00394,D012223,treats,,Approved
DB00394,D012220,treats,,Approved
DB00394,D001249,treats,,Approved
DB09013,D009798,treats,,Approved
DB09013,D005902,treats,,Approved
DB00644,D000568,treats,,Approved
DB02638,D006530,treats,,Approved
DB00520,D058387,treats,,Approved
DB00017,D015663,treats,,Approved
DB00017,D010001,treats,,Approved
DB00040,D007003,treats,,Approved
DB06149,D013203,treats,,Approved
DB11156,D001196,treats,,Approved
DB11156,D017229,treats,,Approved
DB00553,D016410,treats,,Approved
DB00553,D014820,treats,,Approved
DB13488,D002561,treats,,Approved
DB11105,D011537,treats,,Approved
DB11105,D010032,treats,,Approved
DB11105,D014605,treats,,Approved
DB13282,D011537,treats,,Approved
DB13282,D010032,treats,,Approved
DB13282,D014605,treats,,Approved
DB11125,D011537,treats,,Approved
DB06769,D008224,treats,,Approved
DB11148,D011537,treats,,Approved
DB16004,D010024,treats,,Approved
DB00314,D014397,treats,,Approved
DB06774,D009437,treats,,Approved
DB06774,D001416,treats,,Approved
DB02659,D001660,treats,,Approved
DB02659,D002769,treats,,Approved
DB02659,D003248,treats,,Approved
DB02659,D019294,treats,,Approved
DB13551,D006073,treats,,Approved
DB04816,D003248,treats,,Approved
DB01609,D017086,treats,,Approved
DB01231,D014717,treats,,Approved
DB01260,D003424,treats,,Approved
DB01260,D010032,treats,,Approved
DB01260,D016460,treats,,Approved
DB01260,D016410,treats,,Approved
DB01260,D003876,treats,,Approved
DB01260,D005076,treats,,Approved
DB01260,D011538,treats,,Approved
DB01260,D001249,treats,,Approved
DB06782,D020261,treats,,Approved
DB11074,D003963,treats,,Approved
DB09512,D003963,treats,,Approved
DB14005,D003963,treats,,Approved
DB12319,D006073,treats,,Approved
DB12319,D033461,treats,,Approved
DB08993,D014397,treats,,Approved
DB11273,D003704,treats,,Approved
DB00655,D000152,treats,,Approved
DB11989,D014355,treats,,Approved
DB01677,D011565,treats,,Approved
DB01086,D011537,treats,,Approved
DB01086,D014008,treats,,Approved
DB03843,D006193,treats,,Approved
DB03808,D015823,treats,,Approved
DB09096,D003876,treats,,Approved
DB09096,D000152,treats,,Approved
DB09096,D005076,treats,,Approved
DB09096,D016460,treats,,Approved
DB09096,D011538,treats,,Approved
DB00865,D009765,treats,,Approved
DB04946,D012559,treats,,Approved
DB00767,D020250,treats,,Approved
DB09083,D000787,treats,,Approved
DB00480,D009101,treats,,Approved
DB00245,D010301,treats,,Approved
DB00245,D010300,treats,,Approved
DB00245,D020734,treats,,Approved
DB13092,D001991,treats,,Approved
DB13092,D012061,treats,,Approved
DB13092,D002006,treats,,Approved
DB13092,D015001,treats,,Approved
DB13092,D000152,treats,,Approved
DB13092,D014552,treats,,Approved
DB13092,D000196,treats,,Approved
DB13092,D014141,treats,,Approved
DB13092,D008219,treats,,Approved
DB13092,D006069,treats,,Approved
DB13092,D009956,treats,,Approved
DB13092,D011778,treats,,Approved
DB13092,D010612,treats,,Approved
DB13092,D011014,treats,,Approved
DB13092,D013587,treats,,Approved
DB13092,D012852,treats,,Approved
DB13092,D006100,treats,,Approved
DB13092,D012373,treats,,Approved
DB06770,D011537,treats,,Approved
DB06799,D014552,treats,,Approved
DB13882,D018771,treats,,Approved
DB00627,D018771,treats,,Approved
DB11620,D010024,treats,,Approved
DB01048,D015658,treats,,Approved
DB00239,D014010,treats,,Approved
DB00239,D014008,treats,,Approved
DB01244,D000787,treats,,Approved
DB00652,D048949,treats,,Approved
DB00652,D010146,treats,,Approved
DB11117,D014008,treats,,Approved
DB06698,D008575,treats,,Approved
DB06756,D006712,treats,,Approved
DB06756,D003556,treats,,Approved
DB00443,D009404,treats,,Approved
DB00443,D008180,treats,,Approved
DB00443,D012507,treats,,Approved
DB00443,D015212,treats,,Approved
DB00443,D012713,treats,,Approved
DB00443,D006689,treats,,Approved
DB00443,D002062,treats,,Approved
DB00443,D001249,treats,,Approved
DB00443,D004892,treats,,Approved
DB00443,D000799,treats,,Approved
DB00443,D003424,treats,,Approved
DB00443,D008224,treats,,Approved
DB00443,D013585,treats,,Approved
DB00443,D007819,treats,,Approved
DB00443,D016410,treats,,Approved
DB00443,D014008,treats,,Approved
DB00443,D010392,treats,,Approved
DB00443,D009182,treats,,Approved
DB00443,D001327,treats,,Approved
DB00443,D003876,treats,,Approved
DB00443,D009103,treats,,Approved
DB00443,D014235,treats,,Approved
DB00443,D011538,treats,,Approved
DB00443,D014391,treats,,Approved
DB00443,D012536,treats,,Approved
DB00443,D000224,treats,,Approved
DB00443,D015535,treats,,Approved
DB00443,D012214,treats,,Approved
DB00443,D029503,treats,,Approved
DB00443,D011565,treats,,Approved
DB00443,D003874,treats,,Approved
DB00443,D015210,treats,,Approved
DB00443,D016460,treats,,Approved
DB00443,D001607,treats,,Approved
DB00443,D009140,treats,,Approved
DB00443,D013966,treats,,Approved
DB00443,D005076,treats,,Approved
DB00443,D013717,treats,,Approved
DB01179,D003218,treats,,Approved
DB01263,D001228,treats,,Approved
DB01263,D060585,treats,,Approved
DB01263,D002862,treats,,Approved
DB01263,D008271,treats,,Approved
DB01263,D003047,treats,,Approved
DB01263,D002177,treats,,Approved
DB01263,D009181,treats,,Approved
DB01263,D009091,treats,,Approved
DB15992,D012220,treats,,Approved
DB15992,D003139,treats,,Approved
DB13735,D012220,treats,,Approved
DB13735,D003139,treats,,Approved
DB09345,D011537,treats,,Approved
DB09345,D011349,treats,,Approved
DB09345,D010032,treats,,Approved
DB09345,D014008,treats,,Approved
DB09345,D011538,treats,,Approved
DB09345,D005076,treats,,Approved
DB09345,D006484,treats,,Approved
DB06480,D003248,treats,,Approved
DB06815,D003139,treats,,Approved
DB06815,D012223,treats,,Approved
DB06815,D014010,treats,,Approved
DB01367,D010300,treats,,Approved
DB11085,D000152,treats,,Approved
DB11085,D017486,treats,,Approved
DB11085,D011537,treats,,Approved
DB16308,D004381,treats,,Approved
DB06201,D065768,treats,,Approved
DB01698,D001206,treats,,Approved
DB13671,D003881,treats,,Approved
DB13671,D010915,treats,,Approved
DB09355,D014848,treats,,Approved
DB00195,D009798,treats,,Approved
DB00195,D005902,treats,,Approved
DB06608,D008288,treats,,Approved
DB00932,D015658,treats,,Approved
DB00307,D016410,treats,,Approved
DB00163,D014811,treats,,Approved
DB00525,D014010,treats,,Approved
DB00525,D014006,treats,,Approved
DB00525,D014008,treats,,Approved
DB01393,D006937,treats,,Approved
DB01393,D006950,treats,,Approved
DB13064,D012912,treats,,Approved
DB13064,D012223,treats,,Approved
DB13064,D003139,treats,,Approved
DB11641,D002295,treats,,Approved
DB13550,D002561,treats,,Approved
DB09254,D003866,treats,,Approved
DB00905,D005902,treats,,Approved
DB00905,D009798,treats,,Approved
DB00810,D020734,treats,,Approved
DB00810,D010300,treats,,Approved
DB00810,D010301,treats,,Approved
DB09020,D003248,treats,,Approved
DB00612,D001281,treats,,Approved
DB00901,D001991,treats,,Approved
DB00901,D001987,treats,,Approved
DB00901,D011656,treats,,Approved
DB00901,D001249,treats,,Approved
DB09213,D020773,treats,,Approved
DB09213,D010146,treats,,Approved
DB09213,D005334,treats,,Approved
DB09213,D004412,treats,,Approved
DB13132,D016778,treats,,Approved
DB09223,D012559,treats,,Approved
DB09084,D010146,treats,,Approved
DB01190,D016724,treats,,Approved
DB01190,D000152,treats,,Approved
DB00188,D009101,treats,,Approved
DB13158,D003876,treats,,Approved
DB13158,D004485,treats,,Approved
DB00559,D065627,treats,,Approved
DB00559,D045743,treats,,Approved
DB01158,D014693,treats,,Approved
DB00484,D012393,treats,,Approved
DB00484,D005902,treats,,Approved
DB00484,D009798,treats,,Approved
DB01194,D009798,treats,,Approved
DB01194,D005902,treats,,Approved
DB11964,D010437,treats,,Approved
DB00602,D009855,treats,,Approved
DB00602,D013322,treats,,Approved
DB00963,D010146,treats,,Approved
DB05630,D007896,treats,,Approved
DB01839,D015352,treats,,Approved
DB01200,D010301,treats,,Approved
DB01200,D000172,treats,,Approved
DB01200,D010300,treats,,Approved
DB01200,D006966,treats,,Approved
DB01237,D003139,treats,,Approved
DB06160,D000039,treats,,Approved
DB06160,D018410,treats,,Approved
DB06160,D012852,treats,,Approved
DB00373,D009798,treats,,Approved
DB00373,D005902,treats,,Approved
DB00126,D001206,treats,,Approved
DB14482,D001206,treats,,Approved
DB14483,D001206,treats,,Approved
DB06548,D010024,treats,,Approved
DB00835,D014581,treats,,Approved
DB00835,D011537,treats,,Approved
DB00835,D012223,treats,,Approved
DB00364,D004381,treats,,Approved
DB06212,D016891,treats,,Approved
DB06212,D007177,treats,,Approved
DB06212,D007010,treats,,Approved
DB04855,D001281,treats,,Approved
DB06209,D054058,treats,,Approved
DB06216,D012559,treats,,Approved
DB06402,D018410,treats,,Approved
DB06589,D012509,treats,,Approved
DB06176,D016410,treats,,Approved
DB02546,D016410,treats,,Approved
DB00133,D005902,treats,,Approved
DB00133,D014397,treats,,Approved
DB01255,D056912,treats,,Approved
DB01267,D012559,treats,,Approved
DB01267,D011618,treats,,Approved
DB00406,D002181,treats,,Approved
DB06267,D007172,treats,,Approved
DB05245,D012883,treats,,Approved
DB01264,D015658,treats,,Approved
DB00137,D015352,treats,,Approved
DB01420,D003456,treats,,Approved
DB01420,D007713,treats,,Approved
DB06211,D011704,treats,,Approved
DB06211,D002764,treats,,Approved
DB06211,D018784,treats,,Approved
DB06155,D009765,treats,,Approved
DB12243,D000690,treats,,Approved
DB00354,D009041,treats,,Approved
DB05351,D010437,treats,,Approved
DB06637,D009103,treats,,Approved
DB08868,D020529,treats,,Approved
DB08815,D012559,treats,,Approved
DB06590,D004927,treats,,Approved
DB06590,D012226,treats,,Approved
DB08871,D008080,treats,,Approved
DB08873,D019698,treats,,Approved
DB05521,D019698,treats,,Approved
DB08864,D015658,treats,,Approved
DB08872,D012148,treats,,Approved
DB08874,D004761,treats,,Approved
DB06228,D011655,treats,,Approved
DB06228,D056824,treats,,Approved
DB06228,D004617,treats,,Approved
DB05039,D001249,treats,,Approved
DB08816,D016491,treats,,Approved
DB08816,D054058,treats,,Approved
DB08881,D031249,treats,,Approved
DB06196,D054179,treats,,Approved
DB08826,D017086,treats,,Approved
DB08826,D019190,treats,,Approved
DB01222,D003424,treats,,Approved
DB01222,D001249,treats,,Approved
DB01222,D057765,treats,,Approved
DB08877,D011087,treats,,Approved
DB08877,D054437,treats,,Approved
DB08877,D055728,treats,,Approved
DB11644,D000686,treats,,Approved
DB05352,D000686,treats,,Approved
DB13941,D008288,treats,,Approved
DB11638,D008288,treats,,Approved
DB00115,D000752,treats,,Approved
DB00115,D014806,treats,,Approved
DB00761,D003248,treats,,Approved
DB00761,D007008,treats,,Approved
DB01164,D007008,treats,,Approved
DB01164,D006996,treats,,Approved
DB01164,D058687,treats,,Approved
DB01164,D006947,treats,,Approved
DB14509,D001714,treats,,Approved
DB14509,D020773,treats,,Approved
DB14509,D010146,treats,,Approved
DB14509,D005334,treats,,Approved
DB14509,D004412,treats,,Approved
DB03166,D010032,treats,,Approved
DB14539,D008180,treats,,Approved
DB14539,D010392,treats,,Approved
DB14539,D011538,treats,,Approved
DB14539,D012713,treats,,Approved
DB14539,D009182,treats,,Approved
DB14539,D003876,treats,,Approved
DB14539,D013966,treats,,Approved
DB14539,D009404,treats,,Approved
DB14539,D012214,treats,,Approved
DB14539,D015535,treats,,Approved
DB14539,D004892,treats,,Approved
DB14539,D002062,treats,,Approved
DB14539,D005076,treats,,Approved
DB14539,D001607,treats,,Approved
DB14539,D003874,treats,,Approved
DB14539,D006484,treats,,Approved
DB14539,D013717,treats,,Approved
DB14539,D006689,treats,,Approved
DB14539,D011565,treats,,Approved
DB14539,D015210,treats,,Approved
DB14539,D014235,treats,,Approved
DB14539,D001327,treats,,Approved
DB14539,D000799,treats,,Approved
DB14539,D007634,treats,,Approved
DB14539,D015212,treats,,Approved
DB14539,D003424,treats,,Approved
DB14539,D013585,treats,,Approved
DB14539,D001249,treats,,Approved
DB14539,D009103,treats,,Approved
DB14539,D012507,treats,,Approved
DB14539,D007819,treats,,Approved
DB14498,D007008,treats,,Approved
DB09449,D003248,treats,,Approved
DB14502,D003248,treats,,Approved
DB01265,D019694,treats,,Approved
DB06684,D003865,treats,,Approved
DB04951,D054990,treats,,Approved
DB08828,D002280,treats,,Approved
DB08819,D009798,treats,,Approved
DB08819,D005902,treats,,Approved
DB04897,D012127,treats,,Approved
DB06724,D006996,treats,,Approved
DB06724,D004415,treats,,Approved
DB09321,D005076,treats,,Approved
DB09321,D014010,treats,,Approved
DB09321,D011537,treats,,Approved
DB09321,D011538,treats,,Approved
DB09321,D006484,treats,,Approved
DB09321,D003963,treats,,Approved
DB09321,D011349,treats,,Approved
DB09321,D014008,treats,,Approved
DB09104,D003248,treats,,Approved
DB09104,D010437,treats,,Approved
DB09104,D004415,treats,,Approved
DB09104,D006356,treats,,Approved
DB09543,D001416,treats,,Approved
DB00781,D014605,treats,,Approved
DB00781,D014552,treats,,Approved
DB00781,D010032,treats,,Approved
DB00781,D007634,treats,,Approved
DB00994,D014552,treats,,Approved
DB00994,D010032,treats,,Approved
DB00994,D006501,treats,,Approved
DB00994,D007634,treats,,Approved
DB00994,D014605,treats,,Approved
DB06723,D006356,treats,,Approved
DB06723,D010437,treats,,Approved
DB06723,D004415,treats,,Approved
DB06723,D004381,treats,,Approved
DB09152,D010547,treats,,Approved
DB09287,D015352,treats,,Approved
DB09287,D003248,treats,,Approved
DB11077,D015352,treats,,Approved
DB11077,D003248,treats,,Approved
DB11161,D015352,treats,,Approved
DB11161,D003248,treats,,Approved
DB01294,D004415,treats,,Approved
DB01294,D003967,treats,,Approved
DB14491,D000152,treats,,Approved
DB03904,D005076,treats,,Approved
DB03904,D003876,treats,,Approved
DB03904,D014010,treats,,Approved
DB00798,D016920,treats,,Approved
DB00798,D016868,treats,,Approved
DB00798,D002761,treats,,Approved
DB00798,D012226,treats,,Approved
DB00798,D018410,treats,,Approved
DB00798,D003607,treats,,Approved
DB00798,D005499,treats,,Approved
DB00798,D010538,treats,,Approved
DB00798,D017192,treats,,Approved
DB00798,D004927,treats,,Approved
DB00798,D004756,treats,,Approved
DB00798,D005667,treats,,Approved
DB03255,D011537,treats,,Approved
DB11100,D011537,treats,,Approved
DB11100,D011565,treats,,Approved
DB14487,D005076,treats,,Approved
DB14487,D011349,treats,,Approved
DB14487,D003963,treats,,Approved
DB14487,D010032,treats,,Approved
DB14487,D006484,treats,,Approved
DB14487,D011537,treats,,Approved
DB14487,D006527,treats,,Approved
DB00887,D004487,treats,,Approved
DB09449,D014552,treats,,Approved
DB09449,D017674,treats,,Approved
DB00971,D014010,treats,,Approved
DB11061,D015352,treats,,Approved
DB11060,D015352,treats,,Approved
DB11635,D002779,treats,,Approved
DB11635,D014811,treats,,Approved
DB00163,D002779,treats,,Approved
DB11110,D010024,treats,,Approved
DB11110,D015663,treats,,Approved
DB11110,D003248,treats,,Approved
DB11110,D006996,treats,,Approved
DB06204,D010146,treats,,Approved
