drugbank_id
DB00393
DB00394
DB00395
DB00396
DB00397
DB00398
DB00399
DB00400
DB00404
DB00405
DB00406
DB00408
DB00410
DB00411
DB00412
DB00413
DB00415
DB00417
DB00418
DB00419
DB00420
DB00421
DB00422
DB00423
DB00424
DB00425
DB00427
DB00429
DB00432
DB00433
DB00434
DB00435
DB00437
DB00438
DB00439
DB00440
DB00442
DB00443
DB00445
DB00446
DB00447
DB00448
DB00449
DB00451
DB00454
DB00455
DB00456
DB00457
DB00458
DB00459
DB00462
DB00463
DB00465
DB00467
DB00468
DB00469
DB00470
DB00472
DB00475
DB00476
DB00477
DB00479
DB00480
DB00481
DB00482
DB00484
DB00485
DB00489
DB00490
DB00493
DB00494
DB00495
DB00497
DB00499
DB00501
DB00502
DB00503
DB00505
DB00507
DB00508
DB00509
DB00511
DB00512
DB00514
DB00515
DB00517
DB00518
DB00520
DB00521
DB00525
DB00526
DB00527
DB00530
DB00531
DB00532
DB00533
DB00535
DB00536
DB00537
DB00540
DB00541
DB00543
DB00544
DB00545
DB00546
DB00547
DB00548
DB00549
DB00550
DB00551
DB00552
DB00553
DB00555
DB00557
DB00558
DB00559
DB00560
DB00563
DB00564
DB00567
DB00568
DB00569
DB00570
DB00571
DB00573
DB00574
DB00575
DB00576
DB00577
DB00578
DB00579
DB00581
DB00582
DB00585
DB00586
DB00588
DB00589
DB00591
DB00592
DB00594
DB00595
DB00596
DB00599
DB00601
DB00602
DB00603
DB00605
DB00607
DB00608
DB00609
DB00610
DB00611
DB00612
DB00615
DB00617
DB00618
DB00619
DB00620
DB00622
DB00623
DB00624
DB00625
DB00626
DB00627
DB00628
DB00629
DB00630
DB00631
DB00632
DB00633
DB00634
DB00635
DB00636
DB00637
DB00639
DB00640
DB00641
DB00643
DB00644
DB00645
DB00646
DB00647
DB00649
DB00650
DB00651
DB00652
DB00653
DB00654
DB00655
DB00656
DB00659
DB00660
DB00661
DB00662
DB00663
DB00666
DB00668
DB00669
DB00670
DB00671
DB00673
DB00674
DB00678
DB00679
DB00681
DB00682
DB00683
DB00684
DB00685
DB00687
DB00688
DB00690
DB00692
DB00695
DB00696
DB00697
DB00698
DB00699
DB00700
DB00701
DB00703
DB00704
DB00705
DB00708
DB00709
DB00710
DB00711
DB00712
DB00713
DB00714
DB00715
DB00716
DB00717
DB00718
DB00719
DB00721
DB00722
DB00723
DB00724
DB00725
DB00726
DB00727
DB00730
DB00733
DB00734
DB00735
DB00736
DB00737
DB00740
DB00741
DB00742
DB00745
DB00747
DB00748
DB00749
DB00750
DB00752
DB00755
DB00758
DB00759
DB00760
DB00761
DB00762
DB00763
DB00764
DB00765
DB00766
DB00767
DB00770
DB00771
DB00773
DB00774
DB00775
DB00776
DB00779
DB00780
DB00781
DB00782
DB00783
DB00784
DB00787
DB00788
DB00790
DB00791
DB00792
DB00793
DB00794
DB00795
DB00797
DB00798
DB00799
DB00801
DB00803
DB00804
DB00806
DB00808
DB00809
DB00810
DB00811
DB00813
DB00816
DB00818
DB00819
DB00820
DB00822
DB00825
DB00827
DB00828
DB00829
DB00830
DB00831
DB00832
DB00833
DB00834
DB00835
DB00836
DB00838
DB00841
DB00842
DB00843
DB00844
DB00845
DB00846
DB00848
DB00849
DB00850
DB00851
DB00852
DB00853
DB00854
DB00855
DB00856
DB00857
DB00859
DB00860
DB00861
DB00862
DB00863
DB00864
DB00865
DB00869
DB00871
DB00872
DB00873
DB00874
DB00875
DB00877
DB00878
DB00879
DB00880
DB00883
DB00884
DB00885
DB00887
DB00888
DB00889
DB00890
DB00891
DB00896
DB00897
DB00898
DB00899
DB00900
DB00901
DB00902
DB00903
DB00904
DB00905
DB00908
DB00909
DB00911
DB00915
DB00916
DB00918
DB00919
DB00921
DB00924
DB00925
DB00926
DB00927
DB00928
DB00929
DB00930
DB00931
DB00932
DB00933
DB00934
DB00935
DB00936
DB00937
DB00938
DB00939
DB00940
DB00942
DB00943
DB00945
DB00946
DB00948
DB00949
DB00950
DB00951
DB00952
DB00953
DB00954
DB00955
DB00956
DB00957
DB00958
DB00959
DB00961
DB00962
DB00963
DB00964
DB00966
DB00967
DB00970
DB00971
DB00972
DB00973
DB00974
DB00975
DB00976
DB00977
DB00978
DB00979
DB00981
DB00982
DB00983
DB00985
DB00986
DB00987
DB00988
DB00989
DB00993
DB00994
DB00996
DB00997
DB00998
DB00999
DB01000
DB01001
DB01002
DB01003
DB01004
DB01005
DB01006
DB01007
DB01008
DB01009
DB01012
DB01013
DB01015
DB01016
DB01017
DB01020
DB01022
DB01024
DB01026
DB01030
DB01032
DB01033
DB01036
DB01037
DB01039
DB01041
DB01042
DB01043
DB01044
DB01045
DB01046
DB01047
DB01048
DB01049
DB01050
DB01051
DB01053
DB01057
DB01058
DB01059
DB01060
DB01061
DB01063
DB01064
DB01065
DB01066
DB01068
DB01069
DB01070
DB01072
DB01073
DB01075
DB01076
DB01077
DB01081
DB01082
DB01083
DB01084
DB01085
DB01086
DB01087
DB01088
DB01091
DB01093
DB01095
DB01096
DB01097
DB01098
DB01100
DB01101
DB01103
DB01104
DB01105
DB01109
DB01110
DB01111
DB01112
DB01113
DB01114
DB01115
DB01116
DB01117
DB01118
DB01119
DB01121
DB01122
DB01127
DB01129
DB01130
DB01131
DB01132
DB01133
DB01136
DB01137
DB01138
DB01139
DB01140
DB01141
DB01142
DB01143
DB01144
DB01146
DB01147
DB01148
DB01149
DB01150
DB01151
DB01153
DB01155
DB01156
DB01158
DB01164
DB01165
DB01166
DB01167
DB01168
DB01169
DB01171
DB01172
DB01173
DB01174
DB01175
DB01176
DB01178
DB01179
DB01181
DB01182
DB01183
DB01184
DB01185
DB01186
DB01188
DB01190
DB01191
DB01192
DB01193
DB01194
DB01195
DB01196
DB01200
DB01201
DB01202
DB01203
DB01204
DB01205
DB01206
DB01208
DB01209
DB01210
DB01211
DB01212
DB01214
DB01217
DB01218
DB01219
DB01220
DB01221
DB01222
DB01223
DB01224
DB01225
DB01229
DB01231
DB01232
DB01233
DB01234
DB01235
DB01237
DB01238
DB01239
DB01240
DB01241
DB01242
DB01244
DB01246
DB01247
DB01248
DB01253
DB01254
DB01255
DB01256
DB01257
DB01259
DB01260
DB01261
DB01262
DB01263
DB01264
DB01265
DB01266
DB01267
DB01268
DB01269
DB01270
DB01271
DB01273
DB01274
DB01276
DB01277
DB01279
DB01280
DB01281
DB01282
DB01284
DB01285
DB01288
DB01291
DB01294
DB01299
DB01306
DB01307
DB01309
DB01319
DB01320
DB01326
DB01327
DB01328
DB01329
DB01330
DB01331
DB01332
DB01333
DB01344
DB01351
DB01357
DB01364
DB01365
DB01367
DB01377
DB01380
DB01388
DB01393
DB01394
DB01395
DB01397
DB01400
DB01401
DB01403
DB01406
DB01407
DB01409
DB01410
DB01411
DB01413
DB01415
DB01416
DB01418
DB01420
DB01421
DB01425
DB01432
DB01436
DB01438
DB01440
DB01501
DB01527
DB01545
DB01550
DB01551
DB01556
DB01558
DB01563
DB01576
DB01577
DB01579
DB01580
DB01586
DB01588
DB01590
DB01595
DB01597
DB01598
DB01599
DB01600
DB01601
DB01602
DB01603
DB01606
DB01607
DB01609
DB01611
DB01618
DB01619
DB01620
DB01621
DB01623
DB01624
DB01625
DB01627
DB01628
DB01677
DB01685
DB01698
DB01708
DB01744
DB01783
DB01839
DB01956
DB02266
DB02329
DB02362
DB02546
DB02600
DB02638
DB02659
DB02701
DB02703
DB02925
DB03128
DB03166
DB03247
DB03255
DB03619
DB03793
DB03808
DB03843
DB03904
DB04145
DB04272
DB04398
DB04465
DB04571
DB04572
DB04574
DB04575
DB04815
DB04816
DB04818
DB04819
DB04823
DB04836
DB04837
DB04842
DB04843
DB04844
DB04846
DB04854
DB04855
DB04868
DB04871
DB04878
DB04884
DB04896
DB04897
DB04911
DB04932
DB04938
DB04946
DB04951
DB05016
DB05018
DB05039
DB05109
DB05154
DB05219
DB05245
DB05246
DB05265
DB05266
DB05271
DB05295
DB05311
DB05316
DB05351
DB05352
DB05381
DB05521
DB05630
DB05659
DB05676
DB05679
DB05768
DB05780
DB05829
DB06014
DB06016
DB06043
DB06077
DB06081
DB06143
DB06144
DB06147
DB06148
DB06149
DB06151
DB06152
DB06155
DB06160
DB06168
DB06176
DB06186
DB06196
DB06201
DB06202
DB06204
DB06205
DB06209
DB06211
DB06212
DB06216
DB06217
DB06218
DB06219
DB06228
DB06237
DB06244
DB06255
DB06262
DB06264
DB06267
DB06273
DB06283
DB06285
DB06288
DB06290
DB06317
DB06372
DB06401
DB06402
DB06412
DB06413
DB06414
DB06415
DB06439
DB06448
DB06470
DB06480
DB06548
DB06586
DB06589
DB06590
DB06594
DB06595
DB06603
DB06608
DB06612
DB06614
DB06626
DB06636
DB06637
DB06643
DB06654
DB06655
DB06674
DB06683
DB06684
DB06685
DB06690
DB06691
DB06692
DB06697
DB06698
DB06700
DB06708
DB06710
DB06715
DB06718
DB06723
DB06724
DB06725
DB06736
DB06756
DB06759
DB06761
DB06767
DB06768
DB06769
DB06770
DB06774
DB06777
DB06782
DB06786
DB06791
DB06795
DB06799
DB06809
DB06815
DB06817
DB06819
DB06820
DB06822
DB06823
DB06824
DB07402
DB07477
DB07565
DB07615
DB07637
DB08795
DB08797
DB08799
DB08806
DB08808
DB08813
DB08815
DB08816
DB08819
DB08826
DB08828
DB08834
DB08841
DB08860
DB08864
DB08868
DB08870
DB08871
DB08872
DB08873
DB08874
DB08877
DB08878
DB08879
DB08880
DB08881
DB08882
DB08885
DB08887
DB08889
DB08890
DB08896
DB08900
DB08903
DB08904
DB08906
DB08908
DB08909
DB08910
DB08916
DB08918
DB08922
DB08930
DB08933
DB08934
DB08936
DB08941
DB08949
DB08980
DB08992
DB08993
DB08997
DB08998
DB09013
DB09014
DB09016
DB09020
DB09027
DB09031
DB09033
DB09035
DB09036
DB09037
DB09039
DB09040
DB09041
DB09042
DB09050
DB09053
DB09054
DB09055
DB09060
DB09061
DB09064
DB09065
DB09068
DB09069
DB09070
DB09072
DB09076
DB09077
DB09079
DB09081
DB09082
DB09083
DB09084
DB09085
DB09087
DB09093
DB09096
DB09098
DB09099
DB09101
DB09102
DB09104
DB09105
DB09108
DB09109
DB09110
DB09113
DB09114
DB09115
DB09118
DB09122
DB09123
DB09125
DB09128
DB09143
DB09152
DB09154
DB09166
DB09167
DB09183
DB09205
DB09208
DB09210
DB09211
DB09213
DB09220
DB09221
DB09223
DB09241
DB09244
DB09245
DB09247
DB09248
DB09254
DB09258
DB09263
DB09267
DB09274
DB09281
DB09282
DB09284
DB09287
DB09296
DB09297
DB09299
DB09302
DB09303
DB09304
DB09320
DB09321
DB09324
DB09331
DB09332
DB09335
DB09345
DB09351
DB09352
DB09355
DB09357
DB09370
DB09371
DB09389
DB09401
DB09449
DB09462
DB09481
DB09488
DB09494
DB09512
DB09543
DB09550
DB09551
DB09552
DB09555
DB09561
DB09564
DB09568
DB09570
DB11060
DB11061
DB11063
DB11074
DB11077
DB11085
DB11089
DB11093
DB11094
DB11098
DB11100
DB11105
DB11110
DB11117
DB11118
DB11124
DB11125
DB11126
DB11132
DB11148
DB11156
DB11160
DB11161
DB11181
DB11186
DB11248
DB11256
DB11264
DB11273
DB11288
DB11315
DB11348
DB11359
DB11365
DB11396
DB11431
DB11476
DB11507
DB11560
DB11563
DB11574
DB11575
DB11576
DB11580
DB11582
DB11586
DB11591
DB11595
DB11596
DB11607
DB11608
DB11611
DB11613
DB11614
DB11620
DB11622
DB11626
DB11629
DB11630
DB11631
DB11632
DB11633
DB11634
DB11635
DB11638
DB11639
DB11640
DB11641
DB11642
DB11644
DB11656
DB11660
DB11689
DB11693
DB11697
DB11700
DB11714
DB11732
DB11739
DB11750
DB11757
DB11792
DB11799
DB11817
DB11820
DB11823
DB11853
DB11859
DB11866
DB11886
DB11888
DB11921
DB11928
DB11929
DB11943
DB11952
DB11964
DB11979
DB11989
DB11995
DB12017
DB12020
DB12026
DB12035
DB12070
DB12095
DB12131
DB12159
DB12161
DB12184
DB12190
DB12212
DB12225
DB12243
DB12245
DB12248
DB12281
DB12301
DB12319
DB12366
DB12371
DB12377
DB12388
DB12447
DB12455
DB12457
DB12466
DB12478
DB12498
DB12499
DB12500
DB12523
DB12530
DB12543
DB12553
DB12554
DB12598
DB12612
DB12615
DB12698
DB12710
DB12780
DB12791
DB12808
DB12825
DB12829
DB12833
DB12834
DB12835
DB12846
DB12863
DB12865
DB12867
DB12872
DB12893
DB12924
DB12930
DB12975
DB13001
DB13025
DB13064
DB13092
DB13125
DB13132
DB13133
DB13144
DB13158
DB13165
DB13167
DB13178
DB13217
DB13218
DB13231
DB13236
DB13239
DB13249
DB13261
DB13262
DB13268
DB13282
DB13302
DB13311
DB13313
DB13315
DB13316
DB13359
DB13365
DB13367
DB13368
DB13388
DB13396
DB13403
DB13411
DB13434
DB13457
DB13463
DB13475
DB13488
DB13489
DB13507
DB13517
DB13521
DB13522
DB13527
DB13528
DB13550
DB13551
DB13573
DB13588
DB13595
DB13597
DB13608
DB13609
DB13618
DB13620
DB13637
DB13640
DB13659
DB13671
DB13676
DB13679
DB13684
DB13694
DB13695
DB13713
DB13725
DB13727
DB13730
DB13732
DB13735
DB13749
DB13750
DB13762
DB13764
DB13787
DB13799
DB13800
DB13803
DB13841
DB13852
DB13860
DB13867
DB13868
DB13873
DB13878
DB13879
DB13882
DB13884
DB13896
DB13917
DB13923
DB13931
DB13941
DB13943
DB13944
DB13952
DB13985
DB13997
DB13998
DB13999
DB14005
DB14006
DB14012
DB14020
DB14026
DB14039
DB14040
DB14041
DB14042
DB14048
DB14086
DB14098
DB14123
DB14126
DB14131
DB14156
DB14185
DB14208
DB14213
DB14482
DB14483
DB14487
DB14491
DB14498
DB14502
DB14507
DB14509
DB14512
DB14515
DB14539
DB14545
DB14569
DB14582
DB14596
DB14597
DB14627
DB14631
DB14638
DB14644
DB14649
DB14656
DB14713
DB14738
DB14740
DB14751
DB14754
DB14762
DB14811
DB14840
DB14876
DB14879
DB14973
DB14984
DB14987
DB15001
DB15005
DB15011
DB15035
DB15066
DB15071
DB15091
DB15119
DB15131
DB15212
DB15227
DB15233
DB15270
DB15293
DB15328
DB15444
DB15456
DB15566
DB15593
DB15694
DB15719
DB15759
DB15762
DB15825
DB15874
DB15900
DB15903
DB15919
DB15965
DB15968
DB15978
DB15982
DB15985
DB15992
DB16004
DB16133
DB16145
DB16226
DB16308
DB16385
DB16536
DB16561
